"filename" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase"
"SerumReversal" 0.485356049080169 1.00000044234257 0.0838459811214986 0.00257520986768151 0.00257520218557984 -5.80384863724248e-07 -11.1900339575857 -1.20320420293751e-14 1.22568621918617e-12 0.40195835974082 0.299020875387473 0.299020764871707 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.680808080606061 -692.656091011872 -229.161110702343 -151.211213517866 -151.211133290951 202028.181818182
"SerumReversal" 0.485520600282514 1.00000042772946 0.0838765039559718 0.00256662619923491 0.00256661879137529 -5.46527331835023e-07 -11.0212213993802 2.72004641033163e-15 6.3904437297424e-13 0.40378824847142 0.2981059298727 0.298105821655879 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.684848484636364 -692.397158087677 -230.26625065742 -150.56975083093 -150.56967253479 212129.090909091
"SerumReversal" 0.485694286916629 1.00000041464296 0.0838971180563186 0.0025579962754354 0.00255798911432549 -5.15418122404299e-07 -10.8520100959676 -3.54716256367738e-14 -5.27133892092024e-13 0.405658046938574 0.297171029641205 0.297170923420221 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.688888888666667 -692.134955843301 -231.393596784398 -149.917498616544 -149.917422022912 222230
"SerumReversal" 0.485877110114879 1.0000004029249 0.083907651414615 0.00254931978749112 0.00254931284855965 -4.86698979784705e-07 -10.6824204240509 -3.26544347117874e-14 -4.59188242984965e-13 0.407568724403335 0.296215690048851 0.296215585547814 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.69292929269697 -691.86938310531 -232.543660341413 -149.254240710866 -149.254165613149 232330.909090909
"SerumReversal" 0.486069072197332 1.0000003923825 0.0839079319054567 0.00254059641563244 0.00254058967779794 -4.60070992858164e-07 -10.5124732014063 -1.58345558887163e-14 4.03677091753707e-13 0.409521287336548 0.2952394078411 0.295239304822352 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.696969696727273 -691.600332155322 -233.71697046355 -148.579753251354 -148.579679472273 242431.818181818
"SerumReversal" 0.486270177438398 1.00000038289978 0.0838977866611918 0.00253182582417801 0.00253181926850057 -4.35283254773822e-07 -10.3421895637209 1.93178806284777e-14 1.29229960066368e-13 0.41151678541013 0.294241658171913 0.294241556417957 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.701010100757576 -691.32768805291 -234.914077246688 -147.893803179981 -147.893730558331 252532.727272727
"SerumReversal" 0.486480431934196 1.00000037432283 0.0838770426516179 0.00252300766410528 0.00252300127441443 -4.12123284831978e-07 -10.1715910839471 1.89015469942433e-14 -5.30242516560975e-13 0.413556309899628 0.293221895387612 0.29322179471276 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.705050504787879 -691.051328283325 -236.135550666093 -147.196148809326 -147.196077208068 262633.636363636
"SerumReversal" 0.48669984438285 1.00000036663157 0.0838455260846238 0.00251414156826461 0.00251413532885426 -3.90409923056723e-07 -10.0006996586269 4.29656310529936e-14 -6.20392626160537e-13 0.415640999718201 0.292179550032984 0.292179450248815 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.709090908818182 -690.77112200405 -237.381983654085 -146.486538339809 -146.486467621303 272734.545454545
"SerumReversal" 0.486928426337145 1.00000035970539 0.083803062520515 0.00250522715089508 0.00250522104822869 -3.69987986914566e-07 -9.8295375441671 7.5994766035592e-14 -1.16129328375791e-12 0.417772042943686 0.29111402805653 0.291113928999784 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.713131312848485 -690.486929469092 -238.653992692309 -145.764709584258 -145.764639630003 282835.454545455
"SerumReversal" 0.487166192423341 1.00000035345553 0.0837494770764224 0.00249626400783727 0.00249625802998678 -3.50723581732382e-07 -9.65812740168893 -4.1813774664945e-14 6.49258424800792e-13 0.419950677998217 0.290024710238262 0.290024611763521 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.717171716878788 -690.198601429062 -239.952218201875 -145.030389825947 -145.030320531186 292936.363636364
"SerumReversal" 0.487413161259707 1.00000034785582 0.0836845937096595 0.00248725171088437 0.0024872458464587 -3.32500462718599e-07 -9.48649217672917 6.68076705068188e-14 2.8288482667449e-13 0.42217820073983 0.288910948648537 0.288910850611634 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.721212120909091 -689.905978185845 -241.277328139978 -144.28329407616 -144.283225338093 303037.272727273
"SerumReversal" 0.487669355453465 1.00000034284525 0.083608235778675 0.00247818981006736 0.00247818404879546 -3.15217306479099e-07 -9.31465522046008 3.58879592710082e-14 -1.7874590696465e-12 0.424455963609493 0.28777206706108 0.287771969329427 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.725252524939394 -689.608888999366 -242.630017236026 -143.523125491262 -143.523057216244 313138.181818182
"SerumReversal" 0.487934802628705 1.00000033838055 0.0835202252406218 0.00246907782742809 0.00246907215985031 -2.98785352015329e-07 -9.14264016187481 -5.07927033766009e-14 7.88702436693711e-13 0.42678538357373 0.286607356989055 0.286607259437215 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 0.729292928969697 -689.307150983202 -244.011011006399 -142.749573432402 -142.749505532776 323239.090909091
