"data_Name" "Iter" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "EM_endIter" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"V137" "Aarest_data" 38 0.6875140546551 9.05158717123506 0.112927242229945 0.0276024348143813 5.8540562181272e-18 0.000236191835981003 -1.68047332351762e-05 2.8421709430404e-14 512 0.35441825804562 0.342888294996349 0.302693446958031 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 85 0.498989898616162 -266.432190448185 -75.5811012952949 -78.6903141941076 -57.3422772991637 7390.72203352578 7390.72203352578 7390.72203352578
"V138" "Aarest_data" 39 0.686294061293837 9.31378759402924 0.114188157804879 0.0277035454817864 1.81970137378328e-18 0.000208451059052095 -1.44880239787426e-05 0 -1024 0.353741561443539 0.342134978997521 0.30412345955894 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 88 0.507070706686869 -265.787054720858 -75.2580098544955 -78.4548844173829 -57.2458711304698 8302.17568131974 8302.17568131974 8302.17568131974
"V139" "Aarest_data" 40 0.68507759708603 9.57564695654123 0.115457217040445 0.0278020438798871 5.66503323083754e-19 0.000183968537555756 -1.250363067129e-05 0 -4096 0.353060284022106 0.341393416088482 0.305546299889411 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 90 0.515151514757576 -265.151802892604 -74.9349522185404 -78.2242541972955 -57.1550314303915 9326.0334688322 9326.0334688322 9326.0334688322
"V140" "Aarest_data" 41 0.683871929097324 9.83843032069413 0.116730147330686 0.0278977971937931 1.75639363008051e-19 0.00016236991719154 -1.07999771898903e-05 0 0 0.35237985207316 0.340671298296777 0.306948849630063 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 94 0.523232322828283 -264.525109015246 -74.6134006005311 -78.0002290086294 -57.0652233101652 10476.1575278967 10476.1575278967 10476.1575278967
"V141" "Aarest_data" 42 0.682682795559652 10.1032497324789 0.118003013212596 0.0279905669283602 5.39648768438694e-20 0.000143320394911939 -9.33461632257604e-06 -2.8421709430404e-14 -32768 0.351705128165504 0.339975811015824 0.308319060818672 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 98 0.53131313089899 -263.906144262856 -74.2947189355383 -77.7845569529553 -56.9725514718481 11768.11952435 11768.11952435 11768.11952435
"V142" "Aarest_data" 43 0.68151462819748 10.3710960348944 0.119272182635222 0.0280800274286412 1.63590073707573e-20 0.000126521645924527 -8.07230371435708e-06 2.8421709430404e-14 0 0.351040504895928 0.339313742270737 0.309645752833335 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 102 0.539393938969697 -263.294478745574 -73.9801767906851 -77.5789418678788 -56.8736387164455 13219.4114846603 13219.4114846603 13219.4114846603
"V143" "Aarest_data" 44 0.680370768247755 10.6428721725068 0.120534278546547 0.0281657804635876 4.8732072960147e-21 0.000111708659915166 -6.98355277961582e-06 0 0 0.350389994476894 0.338691595645063 0.310918409878043 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 108 0.547474747040404 -262.690000081114 -73.6709654757132 -77.3850601081712 -56.7655151359427 14849.6826225447 14849.6826225447 14849.6826225447
"V144" "Aarest_data" 45 0.679253709318839 10.9194352793717 0.121786095631102 0.0282473659679969 1.42111333710988e-21 9.86466322956403e-05 -6.04353203925712e-06 0 -2097152 0.349757338017636 0.33811573740101 0.312126924581353 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 114 0.555555555111111 -262.092840899274 -73.3682225692769 -77.2045878302688 -56.6454973460058 16681.0053720006 16681.0053720006 16681.0053720006
"V145" "Aarest_data" 46 0.678165403362324 11.2016574538825 0.123024454413161 0.0283242677372198 4.04122092204528e-22 8.71279989524965e-05 -5.2312080356387e-06 0 0 0.349146164418979 0.337592617614747 0.313261217966274 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 121 0.563636363181818 -261.503309443813 -73.0730733252332 -77.0392484850953 -56.5110339697752 18738.1742286039 18738.1742286039 18738.1742286039
"V146" "Aarest_data" 47 0.677107676201889 11.4905200925269 0.124245951430849 0.0283959111889636 1.11575454883793e-22 7.69696655140706e-05 -4.52867000433343e-06 0 0 0.348560241551179 0.337129123393378 0.314310635055443 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 130 0.571717171252525 -260.92181856016 -72.7867015819522 -76.8908953445905 -56.3594854837773 21049.0414451202 21049.0414451202 21049.0414451202
