"data_Name" "Iter" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "EM_endIter" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"V131" "FRT_censord" 32 0.8491127537808 1.00012924481111 0.0102630131827039 0.00396427295173785 0.00396105260024839 0.000170344165724146 -0.24184457483365 2.32036612146658e-14 -8.5265128291212e-14 0.323633663038624 0.338177897854653 0.338188439106723 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 30 0.725252524939394 -175.475713132059 -46.7212235117027 -47.9009661719729 -47.9015369158062 31992.6713779739 31992.6713779739 31992.6713779739
"V132" "FRT_censord" 33 0.848246104963626 1.00011024925285 0.0103243460421326 0.00396186428236652 0.00395911613671445 0.000140409309203449 -0.235377962855615 4.2854608750531e-14 1.774136393351e-13 0.323514043234228 0.338238436797915 0.338247519967856 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 30 0.729292928969697 -175.472461014783 -46.7117770886419 -47.904182269391 -47.9046739142136 38535.2859371054 38535.2859371054 38535.2859371054
"V133" "FRT_censord" 34 0.847370054133056 1.00009414841335 0.0103867750906029 0.00395942767844756 0.00395707997371795 0.000115729154167354 -0.228833881950997 1.15463194561016e-14 3.10862446895044e-15 0.323392870842022 0.338299646289365 0.338307482868613 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 31 0.733333333 -175.469132866491 -46.7022040762384 -47.9074198599511 -47.9078440387693 46415.8883361278 46415.8883361278 46415.8883361278
"V134" "FRT_censord" 35 0.846484897439737 1.00008049343964 0.0104502985269298 0.00395696273625478 0.00395495479829582 9.53826008043279e-05 -0.222210596981874 -1.07136521876328e-13 -2.22488694134881e-13 0.323270158035503 0.338361535919009 0.338368306045488 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 31 0.737373737030303 -175.465727563705 -46.6925050717821 -47.9106789943883 -47.9110455790267 55908.1018251223 55908.1018251223 55908.1018251223
"V135" "FRT_censord" 36 0.845590887366665 1.00006890595462 0.0105149173638776 0.00395446907842214 0.00395274958995333 7.86096998481867e-05 -0.215506522141411 4.29656310529936e-14 5.46229728115577e-14 0.323145913709805 0.338424114525851 0.338429971764345 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 31 0.741414141060606 -175.462243889458 -46.6826804087359 -47.913959670824 -47.91427705224 67341.5065775083 67341.5065775083 67341.5065775083
"V136" "FRT_censord" 37 0.844688240007003 1.00005906695921 0.0105806350305017 0.00395194635113111 0.00395047188923085 6.47835371765382e-05 -0.208720197049651 -5.54001289287953e-14 -3.22852855560996e-13 0.323020142586003 0.338487391042519 0.338492466371478 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 32 0.745454545090909 -175.45868053996 -46.6727299929425 -47.9172619475819 -47.9175372625174 81113.0830789688 81113.0830789688 81113.0830789688
"V137" "FRT_censord" 38 0.843777140899511 1.00005070744131 0.0106474570573476 0.00394939422157667 0.00394812802522415 5.33870024241878e-05 -0.201850266789542 -1.96509475358653e-14 -1.47881706880071e-13 0.322892843751436 0.338551375550008 0.338555780698556 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 32 0.749494949121212 -175.455036128654 -46.6626530644664 -47.9205860863397 -47.9208254023046 97700.9957299225 97700.9957299225 97700.9957299225
"V138" "FRT_censord" 39 0.842857752004112 1.00004360047251 0.0107153906618655 0.00394681237612542 0.00394572330763799 4.3993599902592e-05 -0.194895464927967 2.55351295663786e-14 2.05169214950729e-13 0.322764015494534 0.33861607705626 0.338619907449206 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 33 0.753535353151515 -175.451309201829 -46.6524488575698 -47.9239322330461 -47.9241407206341 117681.1952435 117681.1952435 117681.1952435
"V139" "FRT_censord" 40 0.841930214625517 1.00003755458949 0.0107844446085925 0.00394420051840874 0.00394326218746637 3.62516005978364e-05 -0.187854600582327 1.28230759344206e-13 -2.48689957516035e-14 0.322633650805665 0.338681506024043 0.338684843170292 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 33 0.757575757181818 -175.44749823482 -46.6421159396927 -47.9273007711403 -47.927482833755 141747.416292681 141747.416292681 141747.416292681
"V140" "FRT_censord" 41 0.840994655000211 1.00003240820547 0.0108546288644002 0.00394155836832816 0.00394074839344989 2.98709590538238e-05 -0.18072654751753 -4.17443857259059e-14 1.85629289717326e-13 0.322501742479898 0.338747671951128 0.338750585568974 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 34 0.761616161212121 -175.443601647134 -46.6316529160484 -47.9306919764499 -47.9308513737217 170735.264747069 170735.264747069 170735.264747069
"V141" "FRT_censord" 42 0.840051185872157 1.00002802486917 0.0109259545337922 0.003938885660515 0.00393818504728695 2.46125128526842e-05 -0.173510235217222 -1.83741910575463e-14 -1.10134124042816e-13 0.322368278648522 0.338814585807502 0.338817135543976 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 34 0.765656565242424 -175.439617797007 -46.6210577793453 -47.9341063583776 -47.9342462987466 205651.230834865 205651.230834865 205651.230834865
"V142" "FRT_censord" 43 0.839099910900882 1.00002428945697 0.0109984335773256 0.00393618214403418 0.00393557475713704 2.02790696945954e-05 -0.166204642445713 5.00155472593633e-14 6.66133814775094e-14 0.322233247617996 0.338882257703242 0.338884494678761 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 35 0.769696969272727 -175.435544995171 -46.61032858207 -47.937544328971 -47.9376675587525 247707.635599172 247707.635599172 247707.635599172
"V143" "FRT_censord" 44 0.838140925333245 1.00002110464182 0.0110720787973198 0.00393344758105167 0.00393291970346113 1.67080519375418e-05 -0.158808790891683 1.09245945623115e-13 -2.8510527272374e-13 0.322096633423135 0.338950699266358 0.338952667310507 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 35 0.77373737330303 -175.431381498302 -46.5994627934376 -47.9410065361255 -47.9411154054795 298364.724028334 298364.724028334 298364.724028334
