"data_Name" "Iter" "beta1" "beta3" "lambda1" "lambda2" "lambda3" "diffBeta1" "diffBeta3" "diffLambda1" "diffLambda3" "pi1" "pi2" "pi3" "init_beta1" "init_beta2" "init_beta3" "init_pi1" "init_pi2" "init_pi3" "EM_endIter" "tempering" "Qlike" "Q1" "Q2" "Q3" "bpBase" "bp1" "bp3"
"V138" "SerumReversal" 39 0.486539682849839 1.00000673146303 0.075620430995881 0.00289775105069059 0.00289762438893392 -1.29798129364644e-05 -17.8936372856699 0 0 0.351490174991161 0.324255355732581 0.324254469276258 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 23 0.507070706686869 -701.610603925586 -197.520788934652 -170.80236862749 -170.801651066417 8302.17568131974 8302.17568131974 8302.17568131974
"V139" "SerumReversal" 40 0.486115131533538 1.0000060871991 0.0762186442030832 0.00288406422019383 0.00288394996196841 -1.19198310244428e-05 -17.6151177725829 5.6843418860808e-14 0 0.352922284301136 0.323539272682998 0.323538443015866 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 23 0.515151514757576 -701.276292449942 -198.478674558756 -170.165125897299 -170.164456421835 9326.0334688322 9326.0334688322 9326.0334688322
"V140" "SerumReversal" 41 0.485723793594194 1.00000550708664 0.076803792199943 0.0028702323005096 0.00287012919613234 -1.09107679975295e-05 -17.3331311559459 -5.6843418860808e-14 0 0.354424687935596 0.322788044295359 0.322787267769045 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 24 0.523232322828283 -700.935427500593 -199.476225413711 -169.505925506066 -169.505301047374 10476.1575278967 10476.1575278967 10476.1575278967
"V141" "SerumReversal" 42 0.485366082933648 1.00000498456316 0.0773747932493512 0.00285625339840752 0.0028561603267351 -9.95671558712274e-06 -17.0477012308309 0 0 0.355999934887451 0.322000395960297 0.321999669152251 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 24 0.53131313089899 -700.587882372405 -200.514886857116 -168.824101428473 -168.823519086263 11768.11952435 11768.11952435 11768.11952435
"V142" "SerumReversal" 43 0.485042388124045 1.00000451381219 0.0779305379079286 0.00284212561755289 0.00284204157140941 -9.06002637179881e-06 -16.7588571573917 -1.13686837721616e-13 0 0.357650671525057 0.321175004391684 0.321174324083259 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 25 0.539393938969697 -700.233523886257 -201.59615929047 -168.118967481246 -168.118424511291 13219.4114846603 13219.4114846603 13219.4114846603
"V143" "SerumReversal" 44 0.484753070996399 1.00000408958222 0.0784698904701649 0.00282784706478228 0.00282777113984024 -8.22166595071394e-06 -16.4666338357494 5.6843418860808e-14 -1.81898940354586e-12 0.35937964501176 0.320310495908865 0.320309859079375 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 25 0.547474747040404 -699.872211613886 -202.721599674022 -167.389817014574 -167.389310828097 14849.6826225447 14849.6826225447 14849.6826225447
"V144" "SerumReversal" 45 0.48449846605606 1.00000370712891 0.0789916898463009 0.00281341585111057 0.00281334723589921 -7.44150540299415e-06 -16.171072050505 0 0 0.361189712927398 0.319405441625664 0.319404845446938 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 25 0.555555555111111 -699.503796810409 -203.892826358175 -166.63592092377 -166.63544908632 16681.0053720006 16681.0053720006 16681.0053720006
"V145" "SerumReversal" 46 0.484278879591599 1.00000336230209 0.0794947509600711 0.00279883009547107 0.0027987680598349 -6.71856653866598e-06 -15.872218735122 -5.6843418860808e-14 0 0.363083850544528 0.318458353823491 0.318457795631981 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 26 0.563636363181818 -699.128121289667 -205.11152255853 -165.856526385458 -165.8560865973 18738.1742286039 18738.1742286039 18738.1742286039
"V146" "SerumReversal" 47 0.484094588810512 1.00000305123415 0.0799778663865538 0.0027840879286777 0.0027840318180601 -6.05122437491445e-06 -15.5701272658764 0 0 0.36506515802728 0.317467682330744 0.317467159641976 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 26 0.571717171252525 -698.745016162103 -206.379439695865 -165.050855653524 -165.050445762975 21049.0414451202 21049.0414451202 21049.0414451202
"V147" "SerumReversal" 48 0.483945841843426 1.00000277058092 0.0804398073837831 0.0027691874920277 0.00276913671735117 -5.43737476732531e-06 -15.2648575263323 0 0 0.367136874053925 0.316431807734595 0.316431318211481 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 27 0.579797979323232 -698.354300199398 -207.69840415429 -164.218103159075 -164.217721138907 23644.8941264541 23644.8941264541 23644.8941264541
"V148" "SerumReversal" 49 0.483832856992181 1.00000251726125 0.0808793259918712 0.00275412694188277 0.00275408097428301 -4.87457174358497e-06 -14.9564762488027 5.6843418860808e-14 0 0.369302383260945 0.315349037640464 0.315348579098591 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 27 0.587878787393939 -697.955778205882 -209.070320547218 -163.357434382839 -163.3570783354 26560.8778294668 26560.8778294668 26560.8778294668
"V149" "SerumReversal" 50 0.483755823258739 1.00000228855508 0.0812951561180945 0.00273890444584294 0.00273886280964261 -4.36013937132884e-06 -14.645057023312 -5.6843418860808e-14 0 0.371565233016503 0.314217598296541 0.314217168686956 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 28 0.595959595464646 -697.549238861134 -210.497179964196 -162.467982224995 -162.467650369371 29836.4724028334 29836.4724028334 29836.4724028334
"V150" "SerumReversal" 51 0.48371490017558 1.00000208200739 0.0816860157044223 0.00272351818495059 0.0027234804524401 -3.89126276445495e-06 -14.3306805741242 0 0 0.37392914427554 0.313035629160507 0.313035226563952 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 29 0.604040403535353 -697.134452502246 -211.981064840725 -161.548845106 -161.548535773851 33516.0265093885 33516.0265093885 33516.0265093885
"V151" "SerumReversal" 52 0.483710218662655 1.00000189536188 0.0820506081701628 0.00270796634932756 0.00270793213678314 -3.4650604163744e-06 -14.0134348042456 -5.6843418860808e-14 0 0.376398029568039 0.311801173901297 0.311800796530664 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 29 0.612121211606061 -696.711168370459 -213.524157573778 -160.599083179123 -160.598794816569 37649.3580679247 37649.3580679247 37649.3580679247
"V152" "SerumReversal" 53 0.483741882151387 1.00000172673366 0.0823876239474932 0.00269224713310811 0.00269221609373065 -3.07864212345521e-06 -13.6934148396159 0 0 0.378976012302474 0.310512170766764 0.310511816930763 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 30 0.620202019676768 -696.279111461643 -215.128749684763 -159.617714307665 -159.617445447306 42292.428743895 42292.428743895 42292.428743895
"V153" "SerumReversal" 54 0.483809967638423 1.00000157427612 0.0826957425405133 0.00267635873109086 0.00267633055400265 -2.72915366394955e-06 -13.3707231917862 -5.6843418860808e-14 0 0.381667444439367 0.309166443716167 0.309166111844465 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 30 0.628282827747475 -695.837979046032 -216.797249886513 -158.60371058552 -158.603459865387 47508.101621028 47508.101621028 47508.101621028
"V154" "SerumReversal" 55 0.483914528042564 1.0000014363758 0.0829736335770696 0.00266029932728078 0.00266027373302576 -2.41381181353972e-06 -13.0454696449532 0 0 0.384476933284441 0.307761689044407 0.307761377671152 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 31 0.636363635818182 -695.387436394795 -218.532196922978 -157.55599250166 -157.555758652132 53366.9923120631 53366.9923120631 53366.9923120631
"V155" "SerumReversal" 56 0.484055594241788 1.00000131163185 0.08321995874769 0.00264406708771227 0.00264404382417668 -2.12992964065961e-06 -12.7177713575007 0 0 0.38740936447744 0.306295463887957 0.306295171634603 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 32 0.644444443888889 -694.927112118333 -220.336270070153 -156.473424306991 -156.47320613732 59948.4250318941 59948.4250318941 59948.4250318941
"V156" "SerumReversal" 57 0.484233178334577 1.00000119872529 0.0834333728779648 0.00262766014582446 0.00262763898651951 -1.87493603220901e-06 -12.3877527579756 0 0 0.390469933130013 0.304765170643475 0.304764896226511 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 32 0.652525251959596 -694.456592587112 -222.212303807178 -155.354807295499 -155.354603699024 67341.5065775083 67341.5065775083 67341.5065775083
"V157" "SerumReversal" 58 0.48444727753827 1.00000109655465 0.0836125248481521 0.00261107658544611 0.00261105732541239 -1.64638811384066e-06 -12.0555454189958 0 1.81898940354586e-12 0.393664178510282 0.303168039642091 0.303167781847627 0.5 1 2 0.333333333333333 0.333333333333333 0.333333333333333 33 0.660606060030303 -693.975415492041 -224.163304101836 -154.19887233553 -154.198682270117 75646.3327554629 75646.3327554629 75646.3327554629
